City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,siavonga,71,ZM,1583453618,89,-16.54,28.71,71.01,2.71
385,fortuna,90,US,1583453144,81,40.6,-124.16,53.01,4.7
386,buin,16,CL,1583453619,28,-33.73,-70.75,86.0,6.93
387,tortosa,2,ES,1583453619,56,40.81,0.52,54.0,6.93
388,midlothian,1,US,1583453379,42,32.48,-96.99,71.6,10.29
389,san jose,90,US,1583453332,82,37.34,-121.89,69.8,5.82
390,hofn,53,IS,1583453455,49,64.25,-15.21,35.87,11.97
391,haines junction,100,CA,1583453620,89,60.75,-137.51,-3.66,11.18
392,roald,99,NO,1583453407,65,62.58,6.13,41.0,8.05
393,makubetsu,75,JP,1583453620,83,45.37,141.82,32.0,20.8
394,sao felix do xingu,23,BR,1583453621,96,-6.64,-51.99,74.03,2.13
395,severo-yeniseyskiy,82,RU,1583453519,98,60.37,93.04,-2.25,4.76
396,carauari,73,BR,1583453621,80,-4.88,-66.9,78.84,2.37
397,sarany,58,RU,1583453621,93,58.5,58.88,9.23,2.75
398,pokhara,98,NP,1583453621,45,28.23,83.98,54.84,3.18
399,awjilah,0,LY,1583453622,69,29.11,21.29,54.81,8.9
400,ngaoundere,42,CM,1583453622,19,7.32,13.58,73.9,4.18
401,anton lizardo,90,MX,1583453622,60,19.05,-95.98,75.2,16.11
402,orizona,75,BR,1583453622,93,-17.03,-48.3,69.03,3.91
403,beyneu,12,KZ,1583453622,87,45.32,55.2,38.07,15.55
404,gorom-gorom,0,BF,1583453623,5,14.44,-0.24,77.25,8.93
405,amapa,76,BR,1583453585,89,1.0,-52.0,74.35,4.16
406,lebu,17,CL,1583453440,52,-37.62,-73.65,64.56,10.6
407,sinnamary,43,GF,1583453623,78,5.38,-52.95,79.63,18.21
408,gushikawa,20,JP,1583453623,59,26.35,127.87,62.6,8.05
409,varnavino,100,RU,1583453624,84,57.4,45.09,32.54,16.84
410,victor harbor,75,AU,1583453624,68,-35.57,138.62,66.99,9.17
411,touros,40,BR,1583453624,88,-5.2,-35.46,80.6,14.99
412,rovaniemi,90,FI,1583453548,100,66.5,25.72,26.6,9.17
413,quelimane,40,MZ,1583453624,83,-17.88,36.89,77.0,5.82
414,payo,97,ID,1583453625,78,-3.75,103.64,67.69,2.51
415,tambopata,20,PE,1583453625,100,-12.73,-69.18,33.8,1.12
416,rapid city,1,US,1583453625,28,44.08,-103.23,45.0,5.82
417,cap malheureux,40,MU,1583453626,94,-19.98,57.61,81.0,9.17
418,nelson bay,20,AU,1583453626,65,-32.72,152.15,84.0,17.22
419,mayo,1,US,1583453466,48,38.89,-76.51,48.99,3.36
420,todos santos,40,MX,1583453626,46,23.45,-110.22,75.0,11.41
421,homer,1,US,1583453351,34,59.64,-151.55,23.0,5.82
422,tungor,88,RU,1583453525,90,53.38,142.96,13.15,5.82
423,ucluelet,75,CA,1583453627,75,48.93,-125.55,45.0,9.17
424,mujiayingzi,100,CN,1583453628,47,42.12,118.78,32.32,3.53
425,vangaindrano,52,MG,1583453628,91,-23.35,47.6,67.46,4.72
426,salekhard,0,RU,1583453628,81,66.53,66.6,-15.5,0.87
427,itarema,70,BR,1583453496,90,-2.92,-39.92,75.7,1.05
428,lagoa,100,PT,1583453471,71,39.05,-27.98,59.61,10.54
429,ribeira brava,75,PT,1583453503,55,32.65,-17.07,62.6,17.22
430,batagay,67,RU,1583453629,86,67.63,134.63,-6.16,3.62
431,singaparna,22,ID,1583453629,68,-7.35,108.11,72.0,3.36
432,elliot lake,90,CA,1583453630,86,46.38,-82.63,30.2,14.99
433,ocampo,100,MX,1583453630,24,21.65,-101.5,71.24,5.21
434,nicoya,93,CR,1583453630,80,10.15,-85.45,73.0,28.01
435,klaksvik,29,FO,1583453436,86,62.23,-6.59,33.8,1.12
436,tari,0,NG,1583453630,10,12.41,4.49,80.6,7.31
437,stabat,40,ID,1583453631,88,3.76,98.45,80.6,4.7
438,mehamn,90,NO,1583453462,79,71.04,27.85,23.0,3.36
439,mattru,2,SL,1583453631,92,7.62,-11.83,77.95,1.25
440,viedma,100,AR,1583453358,47,-40.81,-63.0,76.89,13.42
441,veseloyarsk,100,RU,1583453632,96,51.28,81.11,19.38,5.44
442,northam,20,GB,1583453632,100,51.03,-4.22,37.0,2.24
443,kamenka,89,RU,1583453632,92,51.32,42.77,32.0,14.0
444,kastamonu,66,TR,1583453632,78,41.5,33.67,41.32,3.89
445,indore,40,IN,1583453633,48,22.72,75.83,66.2,7.16
446,talara,40,PE,1583453633,100,-4.58,-81.27,62.6,11.41
447,pingliang,38,CN,1583453633,82,35.54,106.69,34.21,4.38
448,pustoshka,100,RU,1583453633,90,56.34,29.37,34.09,3.02
449,riverton,1,US,1583453634,34,40.52,-111.94,64.4,10.29
450,cabedelo,1,BR,1583453450,78,-6.98,-34.83,82.4,5.82
451,champerico,5,GT,1583453417,65,14.3,-91.92,83.07,8.97
452,nome,90,US,1583453403,84,64.5,-165.41,5.0,13.87
453,bay roberts,75,CA,1583453634,79,47.6,-53.26,32.0,33.33
454,morehead,1,US,1583453635,33,37.27,-87.18,60.8,6.93
455,point pedro,100,LK,1583453635,80,9.82,80.23,78.19,16.44
456,khasan,24,RU,1583453635,72,42.43,130.64,25.47,2.8
457,pinheiro machado,0,BR,1583453635,80,-31.58,-53.38,64.99,11.18
458,gizo,100,SB,1583453635,78,-8.1,156.84,82.89,5.7
459,saint george,0,US,1583453151,10,37.1,-113.58,71.6,8.05
460,anadyr,17,RU,1583453636,77,64.75,177.48,-2.0,4.47
461,srandakan,2,ID,1583453636,79,-7.94,110.25,77.11,2.39
462,prince albert,90,CA,1583453556,92,53.2,-105.77,26.6,9.17
463,tevriz,99,RU,1583453636,91,57.51,72.4,5.4,7.96
464,asosa,38,ET,1583453637,16,10.07,34.53,73.62,5.82
465,kousseri,27,CM,1583453637,22,12.08,15.03,77.2,9.64
466,umea,100,SE,1583453637,85,63.83,20.26,19.4,6.93
467,praia da vitoria,40,PT,1583453412,87,38.73,-27.07,55.4,5.88
468,manggar,100,ID,1583453424,79,-2.88,108.27,82.08,9.28
469,saryozek,100,KZ,1583453638,92,44.36,77.98,31.24,6.46
470,port blair,100,IN,1583453396,71,11.67,92.75,81.45,6.96
471,bonfim,78,BR,1583453638,42,3.08,-59.95,88.41,13.8
472,alberton,94,CA,1583453638,48,46.82,-64.07,28.99,22.21
473,bambanglipuro,2,ID,1583453495,79,-7.95,110.28,77.11,2.39
474,bontang,100,ID,1583453426,87,0.13,117.5,74.59,9.66
475,vila velha,90,BR,1583453471,100,-20.33,-40.29,73.4,5.82
476,vidim,100,RU,1583453639,86,56.41,103.11,23.61,13.73
477,naze,75,JP,1583453414,54,28.37,129.48,59.0,8.05
478,bunia,1,CD,1583453640,63,1.57,30.25,75.43,3.2
479,chazuta,75,PE,1583453640,100,-6.57,-76.14,62.6,2.24
480,sao sebastiao,0,BR,1583453640,68,-23.76,-45.41,75.24,6.6
481,aden,0,YE,1583453640,73,12.78,45.04,75.31,7.9
482,abha,0,SA,1583453641,76,18.22,42.51,57.2,5.82
483,high level,90,CA,1583453641,71,58.52,-117.14,6.8,11.41
484,tiznit,13,MA,1583453641,71,29.58,-9.5,57.07,5.21
485,hay river,90,CA,1583453641,69,60.82,-115.8,-9.4,5.82
486,omsukchan,42,RU,1583453487,78,62.53,155.8,-0.38,1.72
487,saint-augustin,100,CA,1583453642,74,51.23,-58.65,25.43,20.15
488,nuuk,75,GL,1583453191,52,64.18,-51.72,19.0,2.24
489,baglung,76,NP,1583453642,53,28.27,83.59,34.23,7.76
490,hinton,100,CA,1583453642,76,53.4,-117.59,35.92,2.89
491,sobolevo,100,RU,1583453643,95,54.43,31.9,41.97,4.23
492,newport,100,GB,1583453595,86,51.59,-3.0,41.0,3.36
493,kelso,75,US,1583453643,50,46.15,-122.91,59.0,8.05
494,hokitika,44,NZ,1583453643,74,-42.72,170.97,61.21,9.01
495,lubango,96,AO,1583453445,63,-14.92,13.49,62.06,4.29
496,zlobin,75,HR,1583453644,87,45.29,14.65,46.4,11.41
497,xacmaz,64,AZ,1583453644,87,41.46,48.81,47.79,5.44
498,velika gorica,100,HR,1583453644,57,45.71,16.08,48.99,6.93
499,opuwo,88,NA,1583453644,59,-18.06,13.84,71.19,4.63
500,gazli,96,UZ,1583453466,47,40.13,63.45,40.59,1.63
501,tamandare,5,BR,1583453645,77,-8.76,-35.1,83.08,13.58
502,griffith,75,US,1583453645,48,41.53,-87.42,46.4,18.34
503,kolno,0,PL,1583453645,74,53.41,21.93,35.6,5.82
504,comodoro rivadavia,40,AR,1583453645,82,-45.87,-67.5,64.4,10.29
505,vardo,75,NO,1583453201,92,70.37,31.11,24.8,6.93
506,nacala,1,MZ,1583453646,92,-14.54,40.67,72.27,8.21
507,alta floresta,78,BR,1583453415,95,-9.88,-56.09,72.52,3.87
508,los llanos de aridane,40,ES,1583453462,88,28.66,-17.92,64.4,12.75
509,bar harbor,1,US,1583453646,30,44.39,-68.2,41.0,9.17
510,kilindoni,96,TZ,1583453646,78,-7.91,39.67,80.46,13.33
511,price,1,US,1583453647,24,39.6,-110.81,57.2,3.36
512,prado,100,BR,1583453647,83,-17.34,-39.22,81.52,7.18
513,santa lucia,75,ES,1583453647,72,27.91,-15.54,66.2,20.8
514,podyuga,100,RU,1583453647,94,61.09,40.86,37.51,14.88
515,iisaku,39,EE,1583453647,91,59.1,27.31,33.66,12.46
516,pedernales,40,DO,1583453648,78,18.04,-71.74,80.6,11.41
517,healesville,75,AU,1583453648,93,-37.65,145.52,66.0,14.99
518,heihe,40,CN,1583453648,84,50.24,127.49,-0.4,2.95
519,port augusta,90,AU,1583453648,68,-32.5,137.77,64.99,5.82
520,aswan,0,EG,1583453649,15,24.09,32.91,71.55,7.83
521,akdepe,78,TM,1583453649,34,42.06,59.38,48.2,4.7
522,stanislav,82,UA,1583453649,98,46.57,32.15,46.99,5.53
523,petropavlovsk-kamchatskiy,0,RU,1583453649,66,53.05,158.65,14.0,6.71
524,ranikhet,100,IN,1583453649,86,29.65,79.42,46.11,5.46
525,kalmunai,91,LK,1583453650,71,7.42,81.82,79.66,7.9
526,ojinaga,1,MX,1583453650,15,29.57,-104.42,73.4,13.87
527,oparino,100,RU,1583453650,95,59.85,48.28,27.25,13.18
528,khorixas,45,NA,1583453500,49,-20.37,14.97,77.52,2.84
529,koumac,15,NC,1583453650,54,-20.57,164.28,86.25,4.21
530,bordighera,20,IT,1583453651,76,43.78,7.66,51.8,10.29
531,pomezia,75,IT,1583453651,76,41.67,12.51,57.0,17.22
532,baculin,95,PH,1583453651,75,7.45,126.58,79.3,3.42
533,arlit,0,NE,1583453651,14,18.74,7.39,74.5,13.62
534,chipata,16,ZM,1583453652,95,-13.63,32.65,61.56,2.89
535,boa vista,40,BR,1583453377,41,2.82,-60.67,91.4,10.29
536,bafq,0,IR,1583453652,35,31.61,55.41,47.61,1.25
537,plettenberg bay,10,ZA,1583453652,90,-34.05,23.37,66.58,1.74
538,ulladulla,75,AU,1583453653,88,-35.35,150.47,73.0,12.75
539,seoul,1,KR,1583453408,79,37.57,126.98,30.2,1.12
540,kochi,40,IN,1583453582,88,9.94,76.26,80.6,4.7
541,charters towers,90,AU,1583453654,64,-20.1,146.27,85.01,3.09
542,acapulco,75,MX,1583453116,74,16.86,-99.89,84.2,9.17
543,rock sound,37,BS,1583453654,90,24.9,-76.2,75.33,11.03
544,hartford,1,US,1583453577,39,41.77,-72.77,45.0,6.93
545,prince rupert,90,CA,1583453626,93,54.32,-130.32,35.6,10.29
546,maceio,0,BR,1583453607,83,-9.67,-35.74,80.6,8.05
547,soe,100,ID,1583453655,78,-9.86,124.28,79.38,1.79
548,front royal,1,US,1583453616,36,38.92,-78.19,50.0,4.7
549,sfantu gheorghe,86,RO,1583453656,89,45.87,25.78,37.99,2.28
550,wamba,6,NG,1583453656,16,8.93,8.6,77.81,5.68
551,ormara,0,PK,1583453656,40,25.21,64.64,68.86,18.45
552,tres arroyos,78,AR,1583453656,36,-38.37,-60.28,78.76,12.19
553,douglas,40,US,1583453493,45,41.3,-96.17,48.2,27.51
554,tanabe,40,JP,1583453657,52,33.73,135.37,46.0,14.99
555,ignacio zaragoza,78,MX,1583453657,35,28.38,-107.22,55.99,7.0
556,am timan,3,TD,1583453458,14,11.03,20.28,78.55,4.68
557,biak,100,ID,1583453657,80,-0.91,122.88,80.73,8.32
558,mabai,96,CN,1583453658,95,23.01,104.45,52.79,3.44
559,bintulu,90,MY,1583453658,100,3.17,113.03,73.4,4.7
560,phan thiet,33,VN,1583453658,86,10.93,108.1,71.82,4.07
561,haverfordwest,96,GB,1583453659,93,51.8,-4.97,35.6,5.82
562,horodok,100,UA,1583453659,95,49.16,26.58,37.99,1.99
563,port-gentil,20,GA,1583453659,94,-0.72,8.78,80.6,5.82
564,eureka,90,US,1583453165,81,40.8,-124.16,53.01,4.7
565,isla vista,1,US,1583453660,72,34.41,-119.86,72.0,17.22
